umls	mondo	parent
UMLS:C0007786	MONDO:0005299	ischemic disease,vascular disorder,cardiovascular disorder,human disease,disease
UMLS:C0153493	MONDO:0008903	respiratory system cancer,cancer,neoplasm,neoplastic disease or syndrome,cancer or benign tumor,human disease,disease
UMLS:C0029227	MONDO:0002039	psychiatric disorder,human disease,disease
UMLS:C4751003	MONDO:0014375	congenital diarrhea,diarrheal disease,digestive system disorder,human disease,disease
UMLS:C5680363	MONDO:0035525	blepharophimosis, ptosis, and epicanthus inversus syndrome,autosomal dominant disease,autosomal genetic disease,hereditary disease,human disease,disease
UMLS:C0265306	MONDO:0008287	syndromic disease,human disease,disease
UMLS:C0007286	MONDO:0007275	nerve compression syndrome,peripheral neuropathy,peripheral nervous system disorder,nervous system disorder,human disease,disease
UMLS:C0236736		disease
UMLS:C2584774	MONDO:0008737	familial dysfibrinogenemia,congenital fibrinogen deficiency,coagulation protein disease,blood coagulation disease,hematologic disorder,human disease,disease
UMLS:C3280296	MONDO:0013659	syndromic disease,human disease,disease
UMLS:C5231558	MONDO:0011393	hypoalphalipoproteinemia,metabolic disease,human disease,disease
UMLS:C4016298		disease
UMLS:C1848137	MONDO:0010246	X-linked intellectual disability-epilepsy syndrome,monogenic epilepsy,epilepsy,brain disorder,central nervous system disorder,nervous system disorder,human disease,disease
UMLS:C0020500	MONDO:0002474	inborn carbohydrate metabolic disorder,inborn errors of metabolism,hereditary disease,human disease,disease
UMLS:C1445953		disease
UMLS:C0751265	MONDO:0004681	specific developmental disorder,developmental disorder of mental health,mental disorder,psychiatric disorder,human disease,disease
UMLS:C0751157	MONDO:0010383, MONDO:0010659	syndromic disease,human disease,disease
UMLS:C0272236	MONDO:0003947	hyperimmunoglobulin syndrome,B cell deficiency,inborn error of immunity,immune deficiency disease,hereditary disease,human disease,disease
UMLS:C0019284	MONDO:0005711	diaphragm disorder,respiratory system disorder,human disease,disease
UMLS:C0431363	MONDO:0019757, MONDO:0016296	holoprosencephaly,syndromic disease,human disease,disease
UMLS:C4310818	MONDO:0010508	non-syndromic X-linked intellectual disability,non-syndromic intellectual disability,intellectual disability,developmental disorder of mental health,mental disorder,psychiatric disorder,human disease,disease
UMLS:C1335302	MONDO:0005184	tubular adenocarcinoma,adenocarcinoma,carcinoma,cancer,neoplasm,neoplastic disease or syndrome,cancer or benign tumor,human disease,disease
UMLS:C4551506	MONDO:0700088, MONDO:0700089	paroxysmal dyskinesia,paroxysmal dystonia,combined dystonia,inherited dystonia,dystonic disorder,extrapyramidal and movement disease,movement disorder,nervous system disorder,human disease,disease
UMLS:C4553889	MONDO:0012137	Carney complex,autosomal dominant disease,autosomal genetic disease,hereditary disease,human disease,disease
UMLS:C0009363	MONDO:0001476, MONDO:0007350	eye disorder,disorder of orbital region,human disease,disease
UMLS:C1861884		disease
UMLS:C4017280		disease
UMLS:C1832409	MONDO:0015526, MONDO:0010091	cold-induced sweating syndrome - hyperthermia spectrum,hereditary sensory and autonomic neuropathy,sensory peripheral neuropathy,peripheral neuropathy,peripheral nervous system disorder,nervous system disorder,human disease,disease
UMLS:C0013261	MONDO:0007473	syndromic disease,human disease,disease
UMLS:C4545043	MONDO:0013607	GATA2 deficiency with susceptibility to MDS/AML,immunodeficiency disease,hereditary disease,human disease,disease
UMLS:C0149745		disease
UMLS:C0242184		disease
UMLS:C0027877	MONDO:0008767, MONDO:0008768, MONDO:0008769, MONDO:0009744, MONDO:0009745, MONDO:0011144, MONDO:0012188, MONDO:0012391, MONDO:0012414, MONDO:0012588, MONDO:0008083, MONDO:0013866, MONDO:0014147, MONDO:0016295, MONDO:0010830	juvenile neuronal ceroid lipofuscinosis,neuronal ceroid lipofuscinosis,lysosomal lipid storage disorder,inherited lipid metabolism disorder,inborn errors of metabolism,hereditary disease,human disease,disease
UMLS:C0003123		disease
UMLS:C0009171	MONDO:0004456	substance abuse,substance-related disorder,psychiatric disorder,human disease,disease
UMLS:C0149782	MONDO:0005097	squamous cell carcinoma,squamous cell neoplasm,epithelial neoplasm,neoplasm,neoplastic disease or syndrome,cancer or benign tumor,human disease,disease
UMLS:C0427065		disease
UMLS:C1849813	MONDO:0009867	disorder of glycogen metabolism,inborn carbohydrate metabolic disorder,inborn errors of metabolism,hereditary disease,human disease,disease
UMLS:C0265747	MONDO:0012085, MONDO:0012087, MONDO:0012088, MONDO:0013174, MONDO:0011718, MONDO:0014378, MONDO:0012571, MONDO:0014465, MONDO:0014657, MONDO:0014750, MONDO:0013434, MONDO:0013435, MONDO:0013525, MONDO:0009484, MONDO:0013854, MONDO:0013940, MONDO:0012748, MONDO:0012844, MONDO:0013979, MONDO:0014030, MONDO:0012906, MONDO:0012918, MONDO:0014123, MONDO:0012978, MONDO:0012979, MONDO:0014192, MONDO:0014193, MONDO:0014202, MONDO:0014203, MONDO:0014211, MONDO:0014215, MONDO:0014216	primary ciliary dyskinesia,syndromic disease,human disease,disease
UMLS:C5548209	MONDO:0017354	glycine encephalopathy,brain disorder,central nervous system disorder,nervous system disorder,human disease,disease
UMLS:C0022716	MONDO:0010651	syndromic disease,human disease,disease
UMLS:C4225360	MONDO:0014595	early myoclonic encephalopathy,neonatal period electroclinical syndrome,electroclinical syndrome,epilepsy,brain disorder,central nervous system disorder,nervous system disorder,human disease,disease
UMLS:C1837229	MONDO:0012138	muscular dystrophy-dystroglycanopathy, type B,muscular dystrophy-dystroglycanopathy,congenital muscular dystrophy,congenital nervous system disorder,nervous system disorder,human disease,disease
UMLS:C0221765		disease
UMLS:C0014457	MONDO:0015691	syndromic disease,human disease,disease
UMLS:C0035353		disease
UMLS:C0869083	MONDO:0011812, MONDO:0014434, MONDO:0014443, MONDO:0014444, MONDO:0014445, MONDO:0014446, MONDO:0014447, MONDO:0009477, MONDO:0010277, MONDO:0010284, MONDO:0010306, MONDO:0010333, MONDO:0010353, MONDO:0010355, MONDO:0010407, MONDO:0010409, MONDO:0017398, MONDO:0010427, MONDO:0012980, MONDO:0010461, MONDO:0010658, MONDO:0010664	autosomal dominant disease,autosomal genetic disease,hereditary disease,human disease,disease
UMLS:C3280953	MONDO:0013771	hereditary disease,human disease,disease
UMLS:C0011195	MONDO:0000902, MONDO:0012096, MONDO:0011085, MONDO:0011091, MONDO:0011113, MONDO:0013212, MONDO:0011527, MONDO:0011534, MONDO:0007790, MONDO:0011633, MONDO:0011687, MONDO:0012231, MONDO:0012250, MONDO:0011894, MONDO:0011901, MONDO:0011902, MONDO:0011903, MONDO:0011916, MONDO:0014467, MONDO:0014566, MONDO:0014733, MONDO:0014735, MONDO:0014866, MONDO:0013338, MONDO:0013644, MONDO:0015358, MONDO:0013753, MONDO:0013758, MONDO:0012640, MONDO:0007307, MONDO:0007308, MONDO:0007309, MONDO:0007311, MONDO:0013959, MONDO:0014012, MONDO:0014074, MONDO:0014117, MONDO:0014154, MONDO:0010479, MONDO:0014208, MONDO:0010549, MONDO:0010689, MONDO:0010699	inherited neurodegenerative disorder,neurodegenerative disease,central nervous system disorder,nervous system disorder,human disease,disease
UMLS:C1568247	MONDO:0010168, MONDO:0019501, MONDO:0700087	Usher syndrome,syndromic disease,human disease,disease
UMLS:C0220765	MONDO:0010193	syndromic disease,human disease,disease
UMLS:C0730292		disease
UMLS:C0041234	MONDO:0001444	trypanosomiasis,protozoa infectious disease,parasitic infectious disease,infectious disease,human disease,disease
UMLS:C0238288	MONDO:0001347	progressive muscular dystrophy,muscular dystrophy,myopathy,skeletal muscle disorder,muscle tissue disorder,musculoskeletal system disorder,human disease,disease
UMLS:C2751763	MONDO:0011458	cone-rod dystrophy,inherited retinal dystrophy,retinal degeneration,retinal disorder,nervous system disorder,human disease,disease
UMLS:C0270763	MONDO:0020128, MONDO:0024257	neurodegenerative disease,central nervous system disorder,nervous system disorder,human disease,disease
UMLS:C4021745		disease
UMLS:C0042974	MONDO:0012354, MONDO:0008332, MONDO:0013622, MONDO:0013623, MONDO:0024574, MONDO:0019565	inherited bleeding disorder, platelet-type,hemorrhagic disease,hematologic disorder,human disease,disease
UMLS:C0023290	MONDO:0005445	hereditary disease,human disease,disease
UMLS:C0011849	MONDO:0005015	endocrine pancreas disorder,pancreas disorder,digestive system disorder,human disease,disease
UMLS:C0549622	MONDO:0002134	reproductive system disorder,human disease,disease
UMLS:C0858617	MONDO:0020378	cataract 16 multiple types,early-onset zonular cataract,early-onset partial cataract,early-onset non-syndromic cataract,cataract,lens disorder,eye disorder,disorder of orbital region,human disease,disease
UMLS:C4551899	MONDO:0008892, MONDO:0019008, MONDO:0009469	progressive familial intrahepatic cholestasis,syndromic disease,human disease,disease
UMLS:C1836448	MONDO:0012239	intermediate nemaline myopathy,congenital nervous system disorder,nervous system disorder,human disease,disease
UMLS:C0559260		disease
UMLS:C0206641	MONDO:0005508	exostosis,hyperostosis,bone remodeling disease,bone disorder,skeletal system disorder,musculoskeletal system disorder,human disease,disease
UMLS:C1306122	MONDO:0004587, MONDO:0019152, MONDO:0016293	disease
UMLS:C1840235	MONDO:0007819, MONDO:0017219	holoprosencephaly 3,holoprosencephaly,syndromic disease,human disease,disease
UMLS:C0008373	MONDO:0006530	keratosis,skin disorder,integumentary system disorder,human disease,disease
UMLS:C0205713	MONDO:0000902, MONDO:0012096, MONDO:0011085, MONDO:0011091, MONDO:0011113, MONDO:0013212, MONDO:0011527, MONDO:0011534, MONDO:0011633, MONDO:0011687, MONDO:0012231, MONDO:0012250, MONDO:0011894, MONDO:0011901, MONDO:0011902, MONDO:0011903, MONDO:0011916, MONDO:0014467, MONDO:0014566, MONDO:0014733, MONDO:0014735, MONDO:0014866, MONDO:0008392, MONDO:0013338, MONDO:0013644, MONDO:0013753, MONDO:0013758, MONDO:0012640, MONDO:0007307, MONDO:0007308, MONDO:0007309, MONDO:0007311, MONDO:0013959, MONDO:0015626, MONDO:0014012, MONDO:0014074, MONDO:0014117, MONDO:0014154, MONDO:0010479, MONDO:0014208, MONDO:0010549, MONDO:0010689, MONDO:0010699	inherited neurodegenerative disorder,neurodegenerative disease,central nervous system disorder,nervous system disorder,human disease,disease
UMLS:C0037116	MONDO:0005960	pneumoconiosis,interstitial lung disease,lung disorder,lower respiratory tract disorder,respiratory system disorder,human disease,disease
UMLS:C0878544	MONDO:0004994	muscle tissue disorder,musculoskeletal system disorder,human disease,disease
UMLS:C1851936		disease
UMLS:C3279550	MONDO:0001913	male infertility,male reproductive system disorder,reproductive system disorder,human disease,disease
UMLS:C3808494	MONDO:0013696	schizophrenia,psychotic disorder,cognitive disorder,psychiatric disorder,human disease,disease
UMLS:C0023892	MONDO:0005388	biliary tract disorder,hepatobiliary disorder,digestive system disorder,human disease,disease
UMLS:C1855925	MONDO:0009392	hereditary disease,human disease,disease
UMLS:C0152421		disease
UMLS:C1864498	MONDO:0018440	autosomal recessive disease,autosomal genetic disease,hereditary disease,human disease,disease
UMLS:C0029171	MONDO:0018166	mouth disorder,human disease,disease
UMLS:C5543267	MONDO:0031008	nephrotic syndrome,syndromic disease,human disease,disease
UMLS:C4708599	MONDO:0020354	coloboma, ocular, autosomal dominant,coloboma,eye disorder,disorder of orbital region,human disease,disease
UMLS:C0026269	MONDO:0005852	mitral valve disorder,heart valve disorder,heart disorder,cardiovascular disorder,human disease,disease
UMLS:C0020564		disease
UMLS:C5433293	MONDO:0100233	post-COVID-19 disorder,post-viral disorder,post-infectious disorder,human disease,disease
UMLS:C0033687	MONDO:0003634	kidney disorder,urinary system disorder,human disease,disease
UMLS:C4020900		disease
UMLS:C0007785	MONDO:0002679	brain infarction,cerebrovascular disorder,brain disorder,central nervous system disorder,nervous system disorder,human disease,disease
UMLS:C0035126	MONDO:0005203	disease
UMLS:C5680510	MONDO:0015786	Prader-Willi syndrome,syndromic disease,human disease,disease
UMLS:C0220743	MONDO:0018570	autosomal dominant disease,autosomal genetic disease,hereditary disease,human disease,disease
UMLS:C0409667	MONDO:0011429, MONDO:0024281	rheumatic disorder,connective tissue disorder,human disease,disease
UMLS:C0021364	MONDO:0005372	male reproductive system disorder,reproductive system disorder,human disease,disease
UMLS:C0031511	MONDO:0008233	hereditary pheochromocytoma-paraganglioma,adrenal gland disorder,endocrine system disorder,human disease,disease
UMLS:C1141890	MONDO:0019171	long QT syndrome,syndromic disease,human disease,disease
UMLS:C0919532		disease
UMLS:C0018203	MONDO:0018305	phagocyte bactericidal dysfunction,inborn error of immunity,immune deficiency disease,hereditary disease,human disease,disease
UMLS:C0751617	MONDO:0016296	syndromic disease,human disease,disease
UMLS:C0220663	MONDO:0007201	autosomal dominant disease,autosomal genetic disease,hereditary disease,human disease,disease
UMLS:C0038013	MONDO:0005306	spondylitis,inflammatory disease,human disease,disease
UMLS:C0020437	MONDO:0001566	calcium metabolic disease,mineral metabolism disease,metabolic disease,human disease,disease
UMLS:C0600427	MONDO:0005186	drug dependence,substance dependence,substance-related disorder,psychiatric disorder,human disease,disease
UMLS:C5679683	MONDO:0016864	Duane-radial ray syndrome,autosomal dominant disease,autosomal genetic disease,hereditary disease,human disease,disease
UMLS:C0265561	MONDO:0017436, MONDO:0017469	hereditary disease,human disease,disease
UMLS:C0311375		disease
UMLS:C4013560	MONDO:0800345	familial atrial fibrillation,atrial fibrillation,cardiac rhythm disease,heart disorder,cardiovascular disorder,human disease,disease
UMLS:C0026858		disease
UMLS:C5680507	MONDO:0015783	Prader-Willi syndrome due to paternal 15q11q13 deletion,Prader-Willi syndrome,syndromic disease,human disease,disease
UMLS:C3714534	MONDO:0008371	reticulate pigment disorder,skin pigmentation disorder,skin disorder,integumentary system disorder,human disease,disease
UMLS:C0553681		disease
UMLS:C0220633	MONDO:0006486	uveal cancer,ocular cancer,sensory system cancer,nervous system cancer,cancer,neoplasm,neoplastic disease or syndrome,cancer or benign tumor,human disease,disease
UMLS:C0270611	MONDO:0043510	brain disorder,central nervous system disorder,nervous system disorder,human disease,disease
